entry_time,ticker,direction,influence_score,net_return,pnl,relevance_score,signal_sense,signal_reason,tweet_text
2024-12-20 10:31:16,USO,LONG,0.005,8.1294,3931.73,0.2,MARGINAL,sentiment_analysis,"I told the European Union that they must make up their tremendous deficit with the United States by the large scale purchase of our oil and gas. Otherwise, it is TARIFFS all the way!!!::"
2024-12-30 10:31:24,EWW,LONG,0.005,2.5794,865.47,0.3,MARGINAL,sentiment_analysis,"BREAKING: In a major, crucial WIN for America, and our National Security, a Federal Judge in Texas, based on papers we filed just a few days ago, has PROHIBITED the Biden Administration from selling a"
2024-12-30 15:08:24,UUP,LONG,0.005,0.2707,91.62,0.2,MARGINAL,sentiment_analysis,"We are the Party of COMMON SENSE, a primary reason that we WON, in a landslide, the magnificent and historic Presidential Election of 2024. ALL SEVEN SWING STATES, 312 ELECTORAL COLLEGE VOTES, AND THE"
2024-12-17 04:00:00,DIA,LONG,0.005,-2.1398,-145.11,0.2,MARGINAL,sentiment_analysis,"RT @TeamTrumpWATCH: Softbank CEO Masayoshi Son speaks with President Trump after announcing a $100B investment in America over the next five years:""My confidence to the economy of the United States ha"
2024-12-11 10:31:25,TLT,LONG,0.005,-7.4897,-2533.35,0.2,MARGINAL,sentiment_analysis,I am pleased to nominate Congressman Dan Bishop from North Carolina as Deputy Director for Budget at the Office of Management and Budget (OMB). Dan has been a tireless fighter for our MAGA Movement in
2024-12-05 04:01:37,IEF,LONG,0.005,-3.5275,-387.78,0.2,MARGINAL,sentiment_analysis,"I am pleased to nominate Dr. Michael William Faulkender, of the Great State of Maryland, to serve as the Deputy Secretary of the United States Department of the Treasury. Mike is a distinguished Econo"
2025-01-10 04:04:40,UUP,SHORT,-0.005,0.5377,176.63,0.2,MARGINAL,sentiment_analysis,"The fires in Los Angeles may go down, in dollar amount, as the worst in the History of our Country. In many circles, they???re doubting whether insurance companies will even have enough money to pay f"
2024-12-17 04:00:00,SPY,LONG,0.005,-3.5999,-237.18,0.2,MARGINAL,sentiment_analysis,"RT @TeamTrumpWATCH: Softbank CEO Masayoshi Son speaks with President Trump after announcing a $100B investment in America over the next five years:""My confidence to the economy of the United States ha"
2025-01-06 10:31:26,USO,LONG,0.005,7.3817,1211.72,0.2,MARGINAL,sentiment_analysis,"Members of Congress are getting to work on one powerful Bill that will bring our Country back, and make it greater than ever before. We must Secure our Border, Unleash American Energy, and Renew the T"
2025-01-14 16:29:05,DIA,LONG,0.000556,2.1973,365.13,0.3,MARGINAL,sentiment_analysis,"For far too long, we have relied on taxing our Great People using the Internal Revenue Service (IRS). Through soft and pathetically weak Trade agreements, the American Economy has delivered growth and"
2025-01-16 16:45:00,USO,LONG,0.005,-2.4054,-268.34,0.2,MARGINAL,sentiment_analysis,I am pleased to announce that former Congressman Brandon Williams will serve as the next Under Secretary for Nuclear Security and the Administrator of the National Nuclear Security Administration at t
2025-01-17 14:28:32,DIA,LONG,0.005,1.3513,674.28,0.4,GOOD,sentiment_analysis,"I just spoke to Chairman Xi Jinping of China. The call was a very good one for both China and the U.S.A. It is my expectation that we will solve many problems together, and starting immediately. We di"
2025-01-14 16:28:31,SPY,LONG,0.000778,4.0047,2011.84,0.3,MARGINAL,sentiment_analysis,"For far too long, we have relied on taxing our Great People using the Internal Revenue Service (IRS). Through soft and pathetically weak Trade agreements, the American Economy has delivered growth and"
2025-01-22 15:46:12,DIA,LONG,0.000556,0.5036,129.03,0.2,MARGINAL,sentiment_analysis,"I???m not looking to hurt Russia. I love the Russian people, and always had a very good relationship with President Putin - and this despite the Radical Left???s Russia, Russia, Russia HOAX. We must n"
2025-01-27 10:31:23,DIA,LONG,0.005,1.064,363.94,0.4,GOOD,sentiment_analysis,"I was just informed that two repatriation flights??from the United States, with??a??large number of Illegal??Criminals,??were not allowed to land??in Colombia. This order was given by??Colombia???s So"
2025-01-10 10:31:21,TLT,LONG,0.005,3.2722,1123.23,0.2,MARGINAL,sentiment_analysis,"I am pleased to announce that Christine Jack Toretti will serve as the next United States Ambassador to Sweden.??Christine is an incredible businesswoman, philanthropist, public servant, and RNC Commi"
2025-01-10 10:34:12,SHY,LONG,0.005,0.4706,54.43,0.2,MARGINAL,sentiment_analysis,"I am pleased to announce that Christine Jack Toretti will serve as the next United States Ambassador to Sweden.??Christine is an incredible businesswoman, philanthropist, public servant, and RNC Commi"
2025-01-10 10:31:54,IEF,LONG,0.005,1.9374,224.22,0.2,MARGINAL,sentiment_analysis,"I am pleased to announce that Christine Jack Toretti will serve as the next United States Ambassador to Sweden.??Christine is an incredible businesswoman, philanthropist, public servant, and RNC Commi"
2025-01-30 04:10:06,IEF,SHORT,-0.005,-0.1285,-8.94,0.2,MARGINAL,sentiment_analysis,"Because Jay Powell and the Fed failed to stop the problem they created with Inflation, I will do it by unleashing American Energy production, slashing Regulation, rebalancing International Trade, and "
2025-01-22 15:46:12,SPY,LONG,0.000667,0.3587,93.6,0.2,MARGINAL,sentiment_analysis,"I???m not looking to hurt Russia. I love the Russian people, and always had a very good relationship with President Putin - and this despite the Radical Left???s Russia, Russia, Russia HOAX. We must n"
2025-01-30 04:00:00,DIA,SHORT,-0.005,0.1528,5.32,0.3,MARGINAL,sentiment_analysis,"Because Jay Powell and the Fed failed to stop the problem they created with Inflation, I will do it by unleashing American Energy production, slashing Regulation, rebalancing International Trade, and "
2025-01-17 05:24:35,UUP,LONG,0.005,-0.6004,-104.54,0.2,MARGINAL,sentiment_analysis,I am pleased to announce that Richard Fordyce will be the next United States Under Secretary for Farm Production and Conservation at the Department of Agriculture.??Richard is a proud fourth generatio
2025-01-31 10:31:20,SPY,LONG,0.005,-2.1264,-246.59,0.2,MARGINAL,sentiment_analysis,"The idea that the BRICS Countries are trying to move away from the Dollar, while we stand by and watch, is OVER. We are going to require a commitment from these seemingly hostile Countries that they w"
2025-01-30 04:00:13,USO,SHORT,-0.005,0.2483,17.24,0.3,MARGINAL,sentiment_analysis,"Because Jay Powell and the Fed failed to stop the problem they created with Inflation, I will do it by unleashing American Energy production, slashing Regulation, rebalancing International Trade, and "
2025-01-06 10:31:33,EWW,LONG,0.005,3.759,652.42,0.2,MARGINAL,sentiment_analysis,"Members of Congress are getting to work on one powerful Bill that will bring our Country back, and make it greater than ever before. We must Secure our Border, Unleash American Energy, and Renew the T"
2025-01-31 10:31:25,DIA,LONG,0.005,-1.0877,-126.64,0.3,MARGINAL,sentiment_analysis,"The idea that the BRICS Countries are trying to move away from the Dollar, while we stand by and watch, is OVER. We are going to require a commitment from these seemingly hostile Countries that they w"
2025-01-31 10:32:37,UUP,LONG,0.005,-0.1875,-21.8,0.5,GOOD,sentiment_analysis,"The idea that the BRICS Countries are trying to move away from the Dollar, while we stand by and watch, is OVER. We are going to require a commitment from these seemingly hostile Countries that they w"
2025-01-30 14:16:27,IEF,SHORT,-0.005,0.3006,104.86,0.3,MARGINAL,sentiment_analysis,I have been fully briefed on the terrible accident which just took place at Reagan National Airport. May God Bless their souls. Thank you for the incredible work being done by our first responders. I 
2025-02-03 15:41:36,EWW,LONG,0.005,1.1398,298.46,0.8,GOOD,sentiment_analysis,"I just spoke with President Claudia Sheinbaum of Mexico. It was a very friendly conversation wherein she agreed to immediately supply 10,000 Mexican Soldiers on the Border separating Mexico and the Un"
2025-02-06 12:00:01,UUP,LONG,0.005,0.219,76.67,0.2,MARGINAL,sentiment_analysis,"LOOKS LIKE BILLIONS OF DOLLARS HAVE BEEN STOLLEN AT USAID, AND OTHER AGENCIES, MUCH OF IT GOING TO THE FAKE NEWS MEDIA AS A ???PAYOFF??? FOR CREATING GOOD STORIES ABOUT THE DEMOCRATS. THE LEFT WING ??"
2025-02-11 10:45:20,UUP,LONG,0.005,-0.0873,-30.58,0.2,MARGINAL,sentiment_analysis,"New York is the most corrupt State in the Union. That is why so many businesses and people are fleeing. We need great Judges and Politicians to help fix New York, and to stop the kind of Lawfare that "
2025-02-03 10:31:30,USO,LONG,0.005,1.0833,379.49,0.2,MARGINAL,sentiment_analysis,"RT @marklevinshowFamily and I are in Washington today. The people who came here are smiling, excited, and polite. It???s a fantastic atmosphere and the energy is everywhere. Trump signs. American flag"
2025-02-11 11:03:14,UUP,LONG,0.005,-0.0873,-30.69,0.2,MARGINAL,sentiment_analysis,"RT @realDonaldTrumpNew York is the most corrupt State in the Union. That is why so many businesses and people are fleeing. We need great Judges and Politicians to help fix New York, and to stop the ki"
2025-02-11 13:00:50,UUP,SHORT,-0.005,-0.0703,-24.71,0.2,MARGINAL,sentiment_analysis,"Billions of Dollars of FRAUD, WASTE, AND ABUSE, has already been found in the investigation of our incompetently run Government. Now certain activists and highly political judges want us to slow down,"
2025-02-07 10:31:25,EWW,LONG,0.005,2.417,849.29,0.2,MARGINAL,sentiment_analysis,"I am pleased to announce that Melinda Hildebrand will serve as the next United States Ambassador to Costa Rica.Melinda is an incredibly successful businesswoman and philanthropist, who serves as the V"
2025-02-03 10:31:21,SPY,LONG,0.005,1.2292,653.1,0.3,MARGINAL,sentiment_analysis,"RT @realDonaldTrumpAnybody that???s against Tariffs, including the Fake News Wall Street Journal, and Hedge Funds, is only against them because these people or entities are controlled by China, or oth"
2025-01-30 04:00:00,TLT,SHORT,-0.005,-1.1121,-39.63,0.2,MARGINAL,sentiment_analysis,"Because Jay Powell and the Fed failed to stop the problem they created with Inflation, I will do it by unleashing American Energy production, slashing Regulation, rebalancing International Trade, and "
2025-02-07 04:11:06,IEF,LONG,0.005,-1.4001,-498.78,0.3,MARGINAL,sentiment_analysis,"I am pleased to announce that Gadyaces ???Gady??? Serralta will serve as the next Director of the United States Marshals Service.Gady is a lifelong public servant, with 34 years of Law Enforcement exp"
2025-02-11 16:58:22,UUP,LONG,0.005,-0.2233,-79.2,0.2,MARGINAL,sentiment_analysis,I am sending Secretary of the Treasury Scott Bessent to Ukraine to meet President Zelensky. This War MUST and WILL END SOON ??? Too much Death and Destruction. The U.S. has spent BILLIONS of Dollars G
2025-02-12 17:01:13,UUP,LONG,0.005,-0.3332,-59.03,0.2,MARGINAL,sentiment_analysis,"I just had a lengthy and highly productive phone call with President Vladimir Putin of Russia. We discussed Ukraine, the Middle East, Energy, Artificial Intelligence, the power of the Dollar, and vari"
2025-02-03 15:41:44,DIA,LONG,0.005,0.5354,94.81,0.4,GOOD,sentiment_analysis,"I just spoke with President Claudia Sheinbaum of Mexico. It was a very friendly conversation wherein she agreed to immediately supply 10,000 Mexican Soldiers on the Border separating Mexico and the Un"
2025-02-12 12:58:20,SPY,LONG,0.005,1.1579,410.41,0.2,MARGINAL,sentiment_analysis,"Interest Rates should be lowered, something which would go hand in hand with upcoming Tariffs!!! Lets Rock and Roll, America!!!::"
2025-02-13 11:43:47,UUP,SHORT,-0.005,-0.2242,-79.76,0.2,MARGINAL,sentiment_analysis,DOGE: Why was Politico paid Millions of Dollars for NOTHING. Buying the press??? PAY BACK THE MONEY TO THE TAXPAYERS! How much has the Failing New York Times paid? Is this the money that is keeping it
2025-02-12 16:54:46,USO,LONG,0.005,0.1963,34.9,0.3,MARGINAL,sentiment_analysis,"I just had a lengthy and highly productive phone call with President Vladimir Putin of Russia. We discussed Ukraine, the Middle East, Energy, Artificial Intelligence, the power of the Dollar, and vari"
2025-02-19 15:50:11,UUP,LONG,0.005,-0.5591,-298.29,0.2,MARGINAL,sentiment_analysis,"Think of it, a modestly successful comedian, Volodymyr Zelenskyy, talked the United States of America into spending $350 Billion Dollars, to go into a War that couldn???t be won, that never had to sta"
2025-02-21 10:31:22,USO,LONG,0.005,-2.9596,-1574.52,0.2,MARGINAL,sentiment_analysis,"I am hearing that Highly Respected Congressman Byron Donalds is considering running for Governor of Florida, a State that I love, and WON BIG in 2016, 2020, and 2024.??I know Byron well, have seen him"
2025-02-26 10:31:21,SPY,LONG,0.005,-0.0299,-15.66,0.2,MARGINAL,sentiment_analysis,"Like our Steel and Aluminum Industries, our Great American Copper Industry has been decimated by global actors attacking our domestic production. To build back our Copper Industry, I have requested my"
2025-02-26 10:31:24,DIA,LONG,0.005,-0.2682,-70.27,0.3,MARGINAL,sentiment_analysis,"Like our Steel and Aluminum Industries, our Great American Copper Industry has been decimated by global actors attacking our domestic production. To build back our Copper Industry, I have requested my"
2025-02-25 10:31:28,USO,SHORT,-0.005,-0.2417,-126.59,0.2,MARGINAL,sentiment_analysis,"Our Country???s doing really well, and today, I was just thinking, that the company building the Keystone XL Pipeline that was viciously jettisoned by the incompetent Biden Administration should come "
2025-02-26 11:51:01,SPY,LONG,0.005,-0.7463,-260.25,0.3,MARGINAL,sentiment_analysis,"I don???t understand The Wall Street Journal Editorial Board, never have. They come to my aid when I least expect it, sometimes strongly, and I greatly appreciate that ??? Very meaningful! But then th"
2025-02-26 11:51:03,DIA,LONG,0.005,0.0038,1.33,0.3,MARGINAL,sentiment_analysis,"I don???t understand The Wall Street Journal Editorial Board, never have. They come to my aid when I least expect it, sometimes strongly, and I greatly appreciate that ??? Very meaningful! But then th"
2025-02-26 11:52:22,EWW,LONG,0.005,-0.8845,-153.84,0.2,MARGINAL,sentiment_analysis,"I don???t understand The Wall Street Journal Editorial Board, never have. They come to my aid when I least expect it, sometimes strongly, and I greatly appreciate that ??? Very meaningful! But then th"
2025-01-06 10:31:20,AMD,LONG,0.005,-21.6519,-11280.85,0.2,MARGINAL,sentiment_analysis,"D.A. Alvin Bragg never wanted to bring this lawless case against me. He was furious at the way it was handled, and especially angry at MARK POMERANTZ for his behavior, and what he did. Ultimately, the"
2025-02-27 04:01:43,USO,LONG,0.005,0.8777,204.92,0.2,MARGINAL,sentiment_analysis,"We are hereby reversing the concessions that Crooked Joe Biden gave to Nicol??s Maduro, of Venezuela, on the oil transaction agreement, dated November 26, 2022, and also having to do with Electoral co"
2025-02-27 13:46:12,EWW,LONG,0.005,0.7853,365.66,0.3,MARGINAL,sentiment_analysis,"Drugs are still pouring into our Country from Mexico and Canada at very high and unacceptable levels. A large percentage of these Drugs, much of them in the form of Fentanyl, are made in, and supplied"
2025-02-28 10:31:31,USO,LONG,0.005,-1.906,-222.75,0.2,MARGINAL,sentiment_analysis,"I am pleased to nominate Paul Dabbar to be United States Deputy Secretary of Commerce. Paul will work closely with our Great Secretary of Commerce, Howard Lutnick, to bring back American Leadership in"
2025-02-27 10:31:20,DIA,LONG,0.005,-2.3192,-270.39,0.5,GOOD,sentiment_analysis,"Wayne Gretzky is a fantastic guy! They call him, ???The Great One,??? and he is. He could run for any political office in Canada, and win. Wayne is my friend, and he wants to make me happy, and is the"
2025-02-24 18:31:00,UUP,LONG,0.005,-2.3644,-1099.45,0.2,MARGINAL,sentiment_analysis,"Today, President Emmanuel Macron of France joined me in the Oval Office to speak to the G7 Summit. The meeting was convened by Governor Justin Trudeau of Canada, the current chair of G7, to acknowledg"
2025-03-05 18:34:20,DIA,LONG,0.005,-0.891,-204.7,0.4,GOOD,sentiment_analysis,"Justin Trudeau, of Canada, called me to ask what could be done about Tariffs. I told him that many people have died from Fentanyl that came through the Borders of Canada and Mexico, and nothing has co"
2025-03-06 04:27:54,EWW,LONG,0.005,2.0609,472.44,0.4,GOOD,sentiment_analysis,"Justin Trudeau, of Canada, called me to ask what could be done about Tariffs. I told him that many people have died from Fentanyl that came through the Borders of Canada and Mexico, and nothing has co"
2025-03-07 04:15:51,EWW,LONG,0.005,-1.1746,-270.65,0.8,GOOD,sentiment_analysis,"After speaking with President Claudia Sheinbaum of Mexico, I have agreed that Mexico will not be required to pay Tariffs on anything that falls under the USMCA Agreement. This Agreement is until April"
2025-03-06 16:30:40,DIA,LONG,0.005,-2.9994,-689.08,0.4,GOOD,sentiment_analysis,"After speaking with President Claudia Sheinbaum of Mexico, I have agreed that Mexico will not be required to pay Tariffs on anything that falls under the USMCA Agreement. This Agreement is until April"
2025-02-28 10:31:21,AMD,LONG,0.005,-4.3246,-493.05,0.4,GOOD,sentiment_analysis,"I am pleased to nominate Paul Dabbar to be United States Deputy Secretary of Commerce. Paul will work closely with our Great Secretary of Commerce, Howard Lutnick, to bring back American Leadership in"
2025-02-12 12:58:23,TLT,LONG,0.005,3.3281,335.45,0.2,MARGINAL,sentiment_analysis,"Interest Rates should be lowered, something which would go hand in hand with upcoming Tariffs!!! Lets Rock and Roll, America!!!::"
2025-03-11 09:31:24,USO,LONG,0.005,-0.5116,-232.92,0.2,MARGINAL,sentiment_analysis,"Despite the fact that Canada is charging the USA from 250% to 390% Tariffs on many of our farm products, Ontario just announced a 25% surcharge on ???electricity,??? of all things, and your not even a"
2025-02-12 12:58:46,IEF,LONG,0.005,2.5933,261.68,0.2,MARGINAL,sentiment_analysis,"Interest Rates should be lowered, something which would go hand in hand with upcoming Tariffs!!! Lets Rock and Roll, America!!!::"
2025-02-27 10:31:20,SPY,LONG,0.005,-6.6181,-753.45,0.2,MARGINAL,sentiment_analysis,"Wayne Gretzky is a fantastic guy! They call him, ???The Great One,??? and he is. He could run for any political office in Canada, and win. Wayne is my friend, and he wants to make me happy, and is the"
